5443.txt,"In this paper, we conduct a longitudinal analysis of the performance of state-of-the-art COTS face matchers on two longitudinal face image databases consisting of repeat criminal offenders  from two different law enforcement agencies .",
5444.txt,The COTS matchers used here are among the top-ranked performers in the FRVT 2013 face recognition evaluation.,
5445.txt,"The contributions of this paper can be 
summarized as follows:Longitudinal analysis of two of the largest longitudinal databases studied to date.",
5446.txt,"LEO LS contains 3152 images of 5636 subjects, and PCSO LS contains 14784 images of 18007 subjects, where the average time span between a subject's multiple image acquisitions is 6.1 and 8.5 years, respectively.",
5447.txt,Such large-scale databases allow for evaluation of performance at low FAR values .,
5448.txt,Previous studies evaluated at 1% FAR and higher.Determine the age-invariant properties of current state-of-the-art face matchers.,
5449.txt,"Rates of change over time in genuine comparison scores are analyzed using mixed- effects regression models, which are appropriate for longitudinal data.",
5450.txt,"In doing so, we quantify  the population-mean rate of change in genuine scores over time and  the variability in subject-speciﬁc longitudinal trends .",
5451.txt,"We also investigate the inﬂuence of age at enrollment, sex, race, and face image quality.Methodology and analysis tools for advancing the development and evaluation of age-invariant face recognition algorithms.",
5452.txt,The analysis conducted in  this  paper  can be applied to any matcher and any database.,
5453.txt,Periodic reevaluation will be necessary as face recognition technology evolves to better address facial aging.,
5454.txt,Our previous longitudinal analysis of automatic face recognition was ﬁrst published in X.,
5455.txt,The present work extends and reﬁnes our previous study in signiﬁcant ways.,
5456.txt,The primary differences are as follows.,
5457.txt,We study longitudinal effects of both aging  and age .,
5458.txt,The remainder of this paper is organized as follows.,
5459.txt,Section 2 highlights related work on facial aging as it pertains to automatic face recognition.,
5460.txt,Section 3 details the two longitudinal face databases used in this study.,
5461.txt,Section 4 explains the methodology used for longitudinal analysis.,
5462.txt,Section 5 gives results for both the PCSO LS and LEO LS face databases.,
5463.txt,Section 6 summarizes our observations about the current longitudinal capabilities of automatic face recognition.,
5464.txt,"Almost all of the published studies that investigate the effects of facial aging on automatic face recognition performance adopt the following approach:  divide the database  into partitions depending on age group or time lapse,  report summary performance measures  for each partition independently, and then draw conclusions from the differences in performance across the partitions.",
5465.txt,Partitioning of data  based on age group or time lapse is often arbitrary and varies from one study to another.,
5466.txt,Erbilek and Fairhurst show that different age group partitionings result in different performance trends for both iris and signature modalities .,
5467.txt,"Furthermore, this cohort-based analysis with summary statistics cannot address whether age-related performance trends are due to changes in genuine comparison scores, impostor  comparison scores, or both.",
5468.txt,Multilevel  statistical models have been used for determining important factors  to explain the performance of face recognition systems.,
5469.txt,Beveridge apply generalized linear mixed models to veriﬁcation decisions made by three algorithms in the FRGC Exp.,
5470.txt,4 evaluation.,
5471.txt,"In addition to eight levels of FAR as a covariate, they analyze gender, race, image focus, eye distances, age, and elapsed time.",
5472.txt,"The limitations of this study include the maximum elapsed time between face images of the same subject is less than one year, and it only involves 351 subjects.",
5473.txt,"Poh utilized regression models to estimate subject-speciﬁc biometric  performance trends over time, but the database used only contains 150 subjects and the elapsed times are less than two years.",
5474.txt,"The longitudinal study on face recognition in this paper follows the general methodology of linear mixed-effects statistical models outlined in X for iris recognition and for ﬁngerprint recognition.The two main databases used for research on facial aging, including automatic age estimation, age progression, and age-invariant face recognition, are FG-NET and MORPH .",
5475.txt,Panis provide a recent overview     of research that has utilized the FG-NET database.,
5476.txt,"While the public release of these databases greatly encouraged progress in these areas, the databases are not suitable for longitudinal analysis because  FG-NET contains only 82 subjects in total, and MORPH contains only a small number of subjects with multiple images over time .The Cross-Age Celebrity Dataset was recently released, containing 16346 images of 2000 celebrities across 10 years.",
5477.txt,"However, because the images were downloaded from the web, the unconstrained quality makes it difﬁcult to statistically model the effects of facial aging.",
5478.txt,"Variations in pose, illumination, expression, etc.may largely inﬂuence the trends in similarity scores.",
5479.txt,"Such covariates are difﬁcult to quantify in order to ""tease out""these effects from the longitudinal effects, so standardized imaging is preferable for the longitudinal study conducted in this paper.",
5480.txt,"Relatively constrained images, such as mugshots,help to ensure that other effects, such as PIE variations, are captured in the noise term in the statistical models.",
5481.txt,"For the above reasons, our longitudinal analysis utilizes two new longitudinal face databases, detailed in Section 3.",
5482.txt,Operational face image datasets maintained by government and law enforcement agencies can contain longitudinal records of individuals of magnitudes that are infeasible to collect in laboratory settings .,
5483.txt,"These agencies routinely collect face images of the same individuals over time and have been doing so for relatively long durations, primarily for applications involving driver's licenses, visa and passport applications/renewals, frequent travelers, and multiple arrests of repeat criminal offenders.",
5484.txt,The sources of face images in our longitudinal analysis are mugshot bookings.,
5485.txt,"While we acknowledge that lifestyle factors  may increase aging rates for some individuals in this population , these accelerated agers are expected to be outliers in the statistical models in our analysis; the overall trends should be relatively robust to this factor.",
5486.txt,"Additionally, we were not able to access any other longitudinal face data.",
5487.txt,We did attempt to use longitudinal face images from the State Department visa databases.,
5488.txt,"However, we discovered that roughly 5% of genuine face images were duplicate photo submissions , so the corresponding inaccurate age information rendered it unsuitable for longitudinal study.",
5489.txt,"The two databases used in this longitudinal study , denoted LEO LS and PCSO LS, are  subsets  of  subjects  and images from two larger mugshot databases initially consisting of 3.7 and 1.5 million images, respectively.",
5490.txt,"The following criteria were used to compile the subsets: Each subject has at least 4 or 5  face images that were  acquired over at least a 5 year time span, and each pair of consecutive images is time-separated by at least one month.",
5491.txt,Database statistics are shown in Fig.,
5492.txt,"2.The facial variations in the PCSO S and LEO LS databases are well-controlled because the mugshots adhere to standards similar to those detailed in the ANSI/NISTITL 2011 face image standards.6 The standards specify that mugshots should be captured at frontal pose, with neutral expression, uniform illumination, and a background set to 18% gray, for examples.",
5493.txt,"Because these databases are both from operational sources, some confounding factors  are  still present, such as minor pose and expression variations .",
5494.txt,"We also observed rare occurrences of facial occlusions or injury, as shown in Fig.",
5495.txt,"4, but have retained such images in this study.",
5496.txt,"For both databases, we only include white and black race subjects in this study because there are too few subjects of other races to do a meaningful statistical analysis.",
5497.txt,"Since human labeling errors pertaining to demographic attributes and subject ID can be inadvertently introduced in large-scale legacy databases, we determine the sex, race,  and  date of birth of a subject as the majority vote from each subject's records to ensure consistent labels within each subject.",
5498.txt,"Identifying all such errors was not feasible due to the large size of these databases, but a cursory examination of the PCSO LS database revealed 134 subject records that contained multiple identities .",
5499.txt,These subject records were removed from our study.,
5500.txt,Face comparison scores  were obtained from various commercial face matchers with the aim of evaluating current state-of-the-art longitudinal performance.,
5501.txt,"Two matchers were applied to the PCSO LS database, and comparison scores were obtained from four different matchers for the LEO LS database.8 As shown in Table 3, COTS-A  and COTS-B were the overall most accurate matchers.",
5502.txt,"Due to space limitations, longitudinal results are only reported for COTS-A and COTS-B throughout the remainder of the paper.",
5503.txt,COTS-A and COTS-B were both among the top-3 performers in the FRVT 2013 .,
5504.txt,"The original mugshot images were input to each COTS matcher, and a total of 26216 and 129773 genuine scores were computed for the LEO LS and PCSO LS databases respectively, under the scenario where  each  subject's  set of face images are compared to his/her enrollment image.",
5505.txt,The response variable for all mixed-effects models in this study are standardized genuine comparison scores.,
5506.txt,"However, to evaluate face recognition performance, trends in genuine scores should be considered in context with an impostor distribution.",
5507.txt,"For both the LEO  LS and PCSO  LS databases, we computed all possible impostor scores  to calculate thresholds at different ﬁxed FAR values.",
5508.txt,"For example, is used to determine when genuine scores drop below the threshold, causing false rejection errors.",
5509.txt,"Mixed-effects models  are widely used in various scientiﬁc disciplines for studying data that is hierarchically structured, including longitudinal data of repeated observations over time .",
5510.txt,"In our case, face images are grouped by subject because we have repeated observations of each individual in our study.",
5511.txt,"When data is structured in such a manner, responses from the same cluster/group/individual are correlated with each other and across time.",
5512.txt,Mixed-effects models enable analysis of variation in the response  that occurs at different levels of the data hierarchy.An example of cross-sectional vs. longitudinal analysis.,
5513.txt,Face images of six example subjects from the PCSO LS database.,
5514.txt,"The enrollment face image  is the youngest image of each subject, and all query images are in order of increasing age.",
5515.txt,"In this study, genuine similarity scores are computed by comparing the query images of each subject to his/her enrollment image.",
5516.txt,"In X, a cross-sectional approach  is applied, which incorrectly assumes that all the scores are independent.",
5517.txt,"In X, OLS is instead applied six times, separately to each subject's set of scores.",
5518.txt,The slope estimated by cross-sectional analysis is much ﬂatter than the slopes of subject-speciﬁc trends in .,
5519.txt,"The longitudinal analysis in this paper utilizes mixed-effects models, which provide ""shrunken"" OLS estimates for each subject, where the OLS trends shrink towards a population-mean trend, further accounting for the correlation that exists between scores from the same subject.Ideally, longitudinal data collection would observe all individuals in the study following the exact same schedule over the entire duration of interest.",
5520.txt,"However, longitudinal data is typically not this nicely structured because it is difﬁcult to collect, or it must be analyzed retrospectively, as is the case with the mugshot databases used in this study.",
5521.txt,"Instead, longitudinal data is most often time-unstructured and unbalanced, meaning individuals in the study population are observed at different schedules and have different numbers of observations.",
5522.txt,"For the mugshot databases, this translates to different rates of recidivism for each subject.",
5523.txt,Fig.,
5524.txt,"2 shows that subjects in the LEO LS and PCSO LS databases have anywhere from 4 to more than 20 mugshots, and Fig.",
5525.txt,5 shows that the age spans of the subjects are highly unstructured.,
5526.txt,"Mixed-effects models can handle imbalanced and time-unstructured data and are preferable over other approaches because they model both the mean response , as well as the covariance structure .",
5527.txt,"In longitudinal data, this covariance structure has a complicated form which stems from the fact that error terms are not independent.",
5528.txt,The remainder of this section provides details of the models and covariates of interest.,
5529.txt,Deviance can be used to compare nested models  that are ﬁt to the same data.,
5530.txt,"To compare non-nested models, AIC and BIC penalize the log-likelihood based on the complexity of the models11 and the sample size.",
5531.txt,Smaller values indicate better ﬁt for all three goodness-of-ﬁt measures.,
5532.txt,"We ﬁrst focus on analysis of the PCSO LS database, starting with simpler models  and progressing to more complex models including covariates for subject sex/race and face image quality.",
5533.txt,We then present results for the LEO LS database.,
5534.txt,Recall that models are discussed in Section 4 and equations are provided in Table 4.,
5535.txt,All models in our analysis are ﬁt with full maximum likelihood estimation via iterative generalized least-squares  using the lme4 package  for R .,
5536.txt,"When parametric model assumptions are violated, it is common to resort to non-parametric bootstrap to  estab lish conﬁdence intervals for the parameter estimates, as followed  in  Yoon   and  Jain.",
5537.txt,"Hence,  for  the  PCSO LS database, we conduct a non-parametric bootstrap by case resampling ; 1000 bootstrap  replicates  are  generated by sampling 18007 subjects with replacement.",
5538.txt,"Multilevel models are ﬁt to each bootstrap replicate, and the mean parameter estimates over all 1000  bootstraps are reported.",
5539.txt,"Tests for ﬁxed effects parameters can be conducted by examining the bootstrap conﬁdence intervals.Table 5 gives the bootstrap parameter estimates , variance components, and goodness-of-ﬁt for the models in Table 4.",
5540.txt,"Longitudinal change estimated by Model BT implies that the population-mean trend will drop below the thresholds for 0.01% and 0.1% FAR after 19.1 and 24.0 years elapsed time, respectively, but this only provides insight into performance on subjects in the population with average  genuine scores over time.",
5541.txt,"A reliable face recognition system must be able to recognize much more than just 50% of the population it encounters, so we are also interested in the spread of the population around the population-mean trend.",
5542.txt,"Do all subjects closely follow the population-mean trend, or is there large variability between subjects?",
5543.txt,Do biometric zoo effects extend to rates of change over time?,
5544.txt,we investigate whether face image  quality measures can be used to improve the model ﬁt.,
5545.txt,"The quality measures considered are interpupillary distance  and a ""frontal"" score, both of which are output by COTS-A.",
5546.txt,"While higher frontalness indicates better quality, the range of the frontal score has little meaning, since its computation is proprietary.",
5547.txt,We standardize the frontalness score so we can interpret model parameters as standard deviations from the mean of the frontalness scores from all images in PCSO LS.,
5548.txt,"After ﬁnding that neither of the quality measures alone explain variation in genuine scores as well as Model BT with only elapsed time as covariate, we then added the quality measures to Model BT, resulting in Model Q in Table 4.",
5549.txt,"Table 6 gives estimated level-1 residual variation and goodness-of-ﬁt for models with frontalness, IPD, and both frontalness and IPD .",
5550.txt,Model QF has a better overall ﬁt than Model QI.,
5551.txt,Table 7 gives the elapsed times  for when population-mean scores cross thresholds at 0.001% and 0.01% FAR for different values of frontalness and IPD.,
5552.txt,Note how changing frontalness has a greater impact on when population-mean genuine scores cross the thresholds than changes in IPD.,
5553.txt,"Model QFI with both measures of quality further reduces both the level-1 residual variation and values of goodness-of-ﬁt values The values of 100 and 120 pixels for IPD in Table 7 were chosen  because  we  observed  systematic  changes  in IPDs over time; in particular, mean IPD varies around 100 pixels from 1994�?002 but increases to a consistent 120 pixels starting in 2003.",
5554.txt,"This observation, along with correspondence with Pinellas County Sheriff's Ofﬁce, suggests that booking agencies began to adhere to imaging standards around this time.",
5555.txt,"To investigate whether this aspect of the data confounds the estimation of longitudinal effects ,  we also tested for a difference in slope prior to 2003 versus after 2003 by using a piecewise linear formulation for the mixedeffects model.",
5556.txt,We found that slope after 2003 was signiﬁcantly ﬂatter.,
5557.txt,"Additional face quality factors known to cause changes in face recognition performance are illumination, expression, and occlusions.",
5558.txt,"However, there are no widely accepted methods for quantifying such variations in face images and doing so is beyond the scope of this paper.",
5559.txt,Table 8 gives results for the models in Table  4 ﬁt to COTS-B genuine scores from the LEO LS database.,
5560.txt,Fixed-effects parameter estimates are given with standard errors; boot- strapping was not conducted for LEO LS models because the error terms better follow Gaussian distributions  .,
5561.txt,Model results are summarized as follows.,
5562.txt,"Model E results indicate that intercepts are 0.0565 and 0.4238 standard deviations higher for black and male subjects, respectively .",
5563.txt,"Slopes are not statistically different for black and white subjects, but the population-mean slope for males is steeper than for females.",
5564.txt,These population-mean trends are shown in Fig.,
5565.txt,14 for different ages at enrollment.,
5566.txt,Fig.,
5567.txt,"14 also shows that the differences between subject race are minor compared to differences between males and females, as was also the case for COTS-A on the PCSO LS database.",
5568.txt,"Population-mean trends indicate that genuine scores signiﬁcantly decrease with increasing elapsed time between enrollment  images, as expected.",
5569.txt,"However, population-mean trends  do not fall below thresholds at 0.01% FAR until after 15 years elapsed time.",
5570.txt,"This suggests that in a practical application, an average individual's genuine scores decrease at a rate that will not affect the recognition accuracy at 0.01% FAR until more than 15 years since enrollment.",
5571.txt,Signiﬁcant subject-speciﬁc variability around the population-mean trends is observed; genuine scores for some subjects decline at much faster rates than the population-mean.,
5572.txt,Analysis of the estimated variance in subject-speciﬁc parameters  allowed for estimation of subject-based accuracies .,
5573.txt,"For example, the models estimate that genuine scores for 99% of the population will remain above the threshold at 0.01% FAR until 6.5 years elapsed time for PCSO LS and 5.5 years for LEO LS.",
5574.txt,Other calculations are also within approximately one year for both databases.,
5575.txt,"Subject-speciﬁc variance in rates of change  is only marginally attributable to subject age at enrollment, sex, and race.",
5576.txt,"Subject sex was the most signiﬁcant factor for between-subject differences in genuine scores, with males having signiﬁcantly higher genuine scores than females.",
5577.txt,The magnitude of the difference suggests that false reject errors may occur approximately two years earlier for females than for males.,
5578.txt,"Longitudinal analysis, in general, is an important, yet very difﬁcult, problem.",
5579.txt,"To the best of our knowledge, no proper statistical analysis has yet been conducted for studying face recognition performance on a large population over periods of time longer than ﬁve years.",
5580.txt,"In this paper, we attempted to analyze the covariates of interest that were available to us , but there are additional covariates that cannot be accounted for because we do not have the information.",
5581.txt,"Despite this, the longitudinal study on automatic face recognition presented here utilizes two of the largest, deepest, and longest face image databases studied to date, and the COTS matchers are representative of current state-of-the-art.",
5582.txt,"Given that the performance of face recognition systems continues to improve, longitudinal analysis should be conducted periodically to reevaluate robustness to facial aging .Future work includes: Evaluation of face identiﬁcation performance over time.",
5583.txt,Observations about recognition accuracy in this paper apply to veriﬁcation scenarios  operating with a global threshold.,
5584.txt,Development of a single face quality measure for mugshot type face images.,
5585.txt,Longitudinal analysis on different face cropping to investigate the impact of changing hairstyle over time.,
5586.txt,"In this paper, we investigate and exploit the influence of facial expressions on automatic age estimation.",
5587.txt,"Different from existing approaches, our method jointly learns the age and expression by introducing a new graphical model with a latent layer between the age/expression labels and the features.",
5588.txt,"This layer aims to learn the relationship between the age and expression and captures the face changes which induce the aging and expression appearance, and thus obtaining expression-invariant age estimation.",
5589.txt,"Conducted on three age-expression datasets, our experiments illustrate the improvement in performance when the age is jointly learnt with expression in comparison to expression-independent age estimation.",
5590.txt,"The age estimation error is reduced by 14.43%, 37.75% and 9.30% for the FACES, Lifespan and NEMO datasets respectively.",
5591.txt,"The results obtained by our graphical model, without prior-knowledge of the expressions of the tested faces, are better than the best reported ones for all datasets.",
5592.txt,The flexibility of the proposed model to include more cues is explored by incorporating gender together with age and expression.,
5593.txt,The results show performance improvements for all cues.,
5594.txt,"Automatic age estimation is an important research field in the area of computer vision and has many applications such as human-computer interaction, security, and surveillance.",
5595.txt,"In general, the human age is derived from facial aging cues.",
5596.txt,The aging of adults is primar ily perceived via skin changes .,
5597.txt,"During aging, the human face loses  collagen  beneath  the  skin  leading  to thinner, darker, and more leathery skin .",
5598.txt,Age-induced facial wrinkles become more distinct as a result of repeated activation of facial muscles and they start to appear in different directions depending on these muscles.,
5599.txt,"For example, vertical wrinkles intensify  between the eyebrows while horizontal wrinkles become more apparent close to the eye corners.",
5600.txt,Many research efforts are done in the last years to automatically estimate the age from faces.,
5601.txt,Age estimation systems generally consist of an aging feature extraction step and a classification/regression step.,
5602.txt,A thorough survey on age synthesis  and  estimation  can be found in X.,
5603.txt,Early work by Kown and Labo used head shape changes for young stages as  aging  cues.,
5604.txt,"More specifically, ratios of distances between facial landmarks are computed.",
5605.txt,"To model the aging process over the years, Geng introduced the  aging pattern subspace.",
5606.txt,A prerequisite is to have sufficient training aging patterns which is a limiting factor due to the difficulty of collecting such datasets.,
5607.txt,Other approaches use Active Appearance Model  where the face shape and appearance are parameterized in one model.,
5608.txt,Guo  projected the face image into a low-dimensional age manifold.,
5609.txt,Spatially Flexible Patches  are introduced by Yan where local features are extracted from face regions together with their position information.,
5610.txt,The resulting features are then modeled by Gaussian mixtures.,
5611.txt,Traditional features like LBP and Gabor are employed to extract aging features.,
5612.txt,Guo employ Biologically-Inspired Features  for age estimation tasks obtaining state-of-the-art performance.,
5613.txt,External factors like facial expressions cause changes in facial muscles which distort the aging cues.,
5614.txt,A facial expression is explained by a combination of these changes in the face which are called Action Units .,
5615.txt,A problem in age estimation is that expression-related muscles overlap with aging-induced facial changes.,
5616.txt,"For example, smiling involves the activation of some facial muscles leading to raising the cheeks and pulling the    lip corners.",
5617.txt,This influences the aging wrinkles around the mouth and near the eyes.,
5618.txt,"Consequently, the aging  cues changes caused by expressions show the necessity of separating the influence of expression when estimating the age.",
5619.txt,Most of the existing age estimation methods assume that faces show little or no expressions and ignore the changes of the face appearance induced by them.,
5620.txt,Guo study human age estimation under facial expression changes.,
5621.txt,Their method learns the correlation between two expressions at a time .,
5622.txt,"To predict the age across two expressions, the face is mapped from one expression to another .",
5623.txt,"Next, the age is predicted from the ""mapped"" face.",
5624.txt,"For the face aging representation, BIF features and Marginal Fisher Analysis  are used.",
5625.txt,Zhang  employ a weighted random subspace method to solve cross-expression age estimation.,
5626.txt,"In their method, several feature sets are generated first, then subspaces are built for these sets.",
5627.txt,"Next, a classifier is learnt for each subspace and predictions of all classifiers are fused to produce the final prediction.",
5628.txt,Their method does not require different expressions from the same subjects as opposed to X.,
5629.txt,"However, both methods require the expressions of test images to be known before predicting the age which limits their applicability.",
5630.txt,"In our previous paper, we propose a different approach.",
5631.txt,"Instead of learning the age across two expressions, we jointly learn the age and expression and model their relationship.",
5632.txt,The aim is to achieve expression- invariant age estimation.,
5633.txt,"In  our  approach, one model is learnt for all expressions.",
5634.txt,"To  predict  the  age,  the age and expression are inferred jointly, and hence prior- knowledge of the expression of the test face is not required.",
5635.txt,"More specifically, we introduce a new graphical model which contains a latent layer between the age/expression labels and the facial features.",
5636.txt,This layer captures the relationship between the age and expression.,
5637.txt,"During training, the age and expression variables are observed.",
5638.txt,This allows the latent layer to learn the configurations which map the features to the age for different expressions and thus obtaining expression-invariant age estimation.,
5639.txt,"For testing, the age  and expression labels are unknown and the method finds the values of age, expression and latent layer which together maximize their compatibility with the features.",
5640.txt,The contributions of our work in X are:  we show how age-expression joint learning improves the age prediction compared to learning age independently from expression.,
5641.txt,"As opposed to existing methods, the proposed method predicts the age across different facial expressions without prior-knowledge of the expression labels of the test faces.",
5642.txt,Our results outperform the best reported results on age- expression datasets .,
5643.txt,"In this paper, we extend our work in X by providing more insights in our model.",
5644.txt,"Specifically, we investigate the role of the age/expression loss function and how changes in the structure affect the performance.",
5645.txt,"Furthermore, we extend our model to incorporate different tasks  which leads to improvements in performance.",
5646.txt,The proposed graphical model aims to jointly learn the relationship between age and expression.,
5647.txt,"To  this end,   an inter-connected latent layer is introduced.",
5648.txt,The latent variables encode the changes in face appearance.,
5649.txt,"These variables are not explicitly defined, but learnt from the training data.",
5650.txt,"The graphical model has four sets of connections: First, connections between the face subregions and the latent variables.",
5651.txt,These connections are designed to capture the changes of  face  appearance  related  to  age  and expression.,
5652.txt,"Second, connections between the face subregions and the age/expression labels are formed.",
5653.txt,The aim here is to directly infer the age/expression from the features.,
5654.txt,"Third, connections between the latent variable modeling the relationship between the face subregions.",
5655.txt,"Finally, connections are established between the latent variables, age, and expression.",
5656.txt,The last type of connections is designed to relate the age with expression which allows the joint learning between them.,
5657.txt,"Next, we discuss the model formulation and explain the inference and learning techniques.",
5658.txt,Algorithm 1 outlines the steps of the proposed algorithm.,
5659.txt,"In line 4, the parameters are initialized.",
5660.txt,Line 4 the latent variables are estimated by using   the current parameters.,
5661.txt,"In line 9, f is obtained corresponding to the convex part of the optimization problem.",
5662.txt,"In line 10, g is computed corresponding to the linear part of the optimization problem.",
5663.txt,"By solving the optimization problem of the two terms in line 2, the new parameters are obtained.",
5664.txt,Line 12 computes the objective value of the optimization function.,
5665.txt,"This process is repeated until the decrement of the object function is below a threshold E, indicated in line.",
5666.txt,"The goal of the proposed approach is to capture the relationship between the age and expression and, hence, alleviate the influence of expression in age estimation.",
5667.txt,"In this section, we conduct a number of experiments to validate our model.",
5668.txt,"First, our model is evaluated using the age-expression datasets FACES  and Lifespan .",
5669.txt,"Next, we vary the number of the hidden states.",
5670.txt,The aim here is to explore the relationship between the performance and the complexity of the model.,
5671.txt,"Finally, we test the proposed model on the expression recognition task using FACES and Lifespan datasets.",
5672.txt,The Lifespan dataset is a collection of faces of subjects from different ethnicities showing different expressions.,
5673.txt,"The expression subsets have the following sizes: 580,258, 78, 64, 40, 10, 9, and 7 for neutrality, happiness,surprise, sadness, annoyed, angry, grumpy, and disgust,respectively.",
5674.txt,The  ages  of  the  subjects  range  from 18 to 93 years and in total there  are  74  different  ages.,
5675.txt,The dataset has no labeling for the subject identities.,
5676.txt,We  follow the setup of  and use the neutral  and happy subsets.,
5677.txt,Fig.,
5678.txt,4  show  the  age  distributions for the Lifespan dataset.,
5679.txt,"Although the age distributions of both datasets cover a wide range of ages, FACES dataset is more challenging for age prediction since its expression variation  is larger than the one in Lifespan dataset .The NEMO dataset  has 564 subjects and 2058 images recorded in total.",
5680.txt,There are two types of expression: happiness and neutrality that have 995 and 1090 images respectively.,
5681.txt,The dataset contains 60 different ages ranging from 8 to 76 years.,
5682.txt,"We divide the images into two subsets so that each subset has half of the images of each expression.For feature extraction, eye centers are first automatically detected and the faces are registered and cropped.",
5683.txt,"Then, the faces are divided into 8   8 patches and a local feature vector is extracted for each patch.",
5684.txt,"Finally, the patch local descriptors are concatenated together to form the face descriptor.",
5685.txt,"To extract the features from each patch, we use Local Binary Pattern.",
5686.txt,"It  is a simple, efficient, and rotation-invariant approach and uccessfully used for age prediction to capture the skin texture details.",
5687.txt,"In our experiments, we use 8  sampling points with a radius equal to 1.",
5688.txt,"As in previous setups, the datasets are divided into 5 folds.",
5689.txt,"For the FACES dataset, the expression distributions are uniform for all the  5 folds, and none of the subjects appears in  more  than  one  fold.",
5690.txt,"For the Lifespan dataset, the dataset  is split randomly into 5 folds.",
5691.txt,"As the subject identities are not available, a subject overlap between the training and test samples is possible.",
5692.txt,The results are measured quantitatively by Mean Absolute Error.,
5693.txt,Example faces and age distributions of FACES datasets.,
5694.txt,"The expression distribution for FACES dataset is uniform where each subject shows six basic expressions: neutrality, happiness, anger, fear, disgust, and sadness.",
5695.txt,Example faces and age distributions of Lifespan datasets.,
5696.txt,The Lifespan dataset contains neutral and happy  faces.,
5697.txt,"In this experiment, we evaluate our method on the FACES, Lifespan and NEMO datasets.",
5698.txt,Here we compare two cases.,
5699.txt,"First, learning the age independently the from expression.",
5700.txt,"Second, learning the age jointly with the expression.",
5701.txt,"In both cases, the same 5-fold age-expression datasets are used for evaluation.",
5702.txt,"For the expressionindependent learning, a multi-class SVM is used as a baseline.",
5703.txt,"In the expression-joint learning, we use the proposed graphical model and the number of hidden states is set to 3 .",
5704.txt,"For the model learning, the expression is observed and the potential function in equation 3 is applied.",
5705.txt,The results for the proposed model are shown in Table 1.,
5706.txt,"For both datasets, our graphical model significantly reduces the prediction error in comparison to independent learning The errors reported in X for FACES, Lifespan and NEMO datasets are shown in Table 1.",
5707.txt,"Although both methods assume prior-knowledge of the expression of tested samples, our model outperforms their results for the three datasets.",
5708.txt,"We also report the performance of other widely used classifiers, such as random forests  and linear classifiers with sparse  coefficients.",
5709.txt,"For these classifiers, we tune the parameters of the models and report the best results obtained.",
5710.txt,"As shown in table 1, the proposed algorithm outperforms these widely used methods in five out of six experiments.",
5711.txt,We further compare our age estimation approach with the joint classification method by X.,
5712.txt,The method was proposed to recognize facial expressions while reducing the influence of human aging.,
5713.txt,"In their method, the authors simply divide the dataset into four age groups and consider each expression within each age group as a new class.",
5714.txt,"Then, classification is performed on the newly defined classes.",
5715.txt,"For facial feature extraction, they manually labeled 31 fiducial points and applied Gabor filters on the locations of those points.",
5716.txt,The four age group classification accuracy using the joint learning method is reported.,
5717.txt,"To   make  a  fair  comparison,  and  since  the  authors manually labeled 31 fiducial points  on  the  face, we use our features and compare only the joint learning methods.",
5718.txt,"Detailed results for independent and  joint  learning for FACES, Lifespan and NEMO dataset are shown in Tables 2, 3 and 4 where the  error  for  each  expres sion subset is shown separately.",
5719.txt,"The error is reduced   for all expression subsets, however, in different rates.",
5720.txt,"The largest improvement is achieved for neutrality with , while the smallest improvement is obtained for the anger and the disgust expressions .",
5721.txt,This is explained as anger and disgust expressions induce more profound changes in the face appearance than the other expressions which makes age prediction/perception more difficult.,
5722.txt,Our model clearly outperforms the existing methods  by a wide margin which further proves the effectiveness of our approach.,
5723.txt,The hidden states capture the changes in the face appearance.,
5724.txt,"To further illustrate this point, we show the face regions corresponding to each hidden state.",
5725.txt,"More specifically, the averages of the bottom and top regions are computed .",
5726.txt,"For the bottom regions, the first hidden state corresponds to the face appearance where the mouth  is  open,  the  third  hidden  state  represents  a depressed lip corner, and the second hidden state corresponds to a normal face appearance.",
5727.txt,"For the top regions, the second hidden state represents the face appearance where  the  eye  is  slightly  closed  while  the first and the third states correspond to open eye appearances.",
5728.txt,The  error first decreases when increasing the number of hidden states to 3 as it allows the model to differentiate more changes in the face appearance.,
5729.txt,"However, it increases with more hidden states .",
5730.txt,This might be as the model becomes more complex and hence more prone to overfitting to the training data.,
5731.txt,"In this experiment, we consider a different, yet related, task: how age information can improve the recognition of expressions.",
5732.txt,"Although aging affects how people exhibit expressions, much of automatic expression recognition methods do not use the age of the subject to recognize expressions.",
5733.txt,This is mainly due to the lack of expression datasets with a sufficiently large age range.,
5734.txt,"Motivated by the introduction of recent age-expression datasets, Guo recently proposed a method to recognize facial expressions while reducing the influence of human aging.",
5735.txt,"We apply our model on the FACES, Lifespan and NEMO datasets to recognize the expression.",
5736.txt,The results are shown in Table 5.,
5737.txt,Our method improves the expression recognition performance for FACES dataset by 2.38%.,
5738.txt,"However, the accuracy on Lifespan and NEMO is comparable to the one acquired by independent learning.",
5739.txt,"This maybe explained by the observation that there are only two expressions in Lifespan and NEMO compared to six ones in FACES, and hence the expression variation within Lifespan dataset is smaller than it is within FACES.",
5740.txt,"Consequently, the margin of improvement is smaller for Lifespan and the joint learning method obtains comparable accuracy.",
5741.txt,"The detailed recognition accuracies for each expression subset are shown in Tables 6, Table 7 and Table 8.",
5742.txt,We compare the proposed method with the one in X.,
